num_itr,sup_err_5,sup_err_9,sup_err_7
10.0,3.804034262895584,0.6541148573160172,0.2032704353332519
20.0,0.4574361443519592,1.5019123256206512,0.1366459727287292
30.0,0.2633951902389526,1.442475974559784,0.0462088882923126
40.0,0.0529163777828216,0.9599026739597321,0.0191888809204101
50.0,0.0262641310691833,0.22034466266632086,0.0081789791584014
60.0,0.0247414112091064,0.1782705187797547,0.0077354907989501
70.0,0.0115024149417877,0.12262043356895447,0.0070591568946838
80.0,0.0058587491512298,0.09055584669113159,0.0049724280834198
90.0,0.0041890740394592,0.07984748482704163,0.0041029751300811
100.0,0.0029397308826446,0.06909698247909546,0.0034175515174865
110.0,0.0021755099296569,0.055792033672332764,0.002831608057022
120.0,0.00163996219635,0.04638409614562988,0.0023480951786041
130.0,0.0012405812740326,0.040034741163253784,0.001935213804245
140.0,0.0009635686874389,0.03331241011619568,0.0016180872917175
150.0,0.0007945895195007,0.026356875896453857,0.0013366341590881
160.0,0.0006433129310608,0.021104931831359863,0.0011022686958312
170.0,0.0006118416786193,0.01714092493057251,0.0009182095527648
180.0,0.0006114840507507,0.014134824275970459,0.0007706582546234
190.0,0.0006129145622253,0.011716514825820923,0.0006477832794189
200.0,0.0005484223365784,0.0098038911819458,0.0005455911159515
210.0,0.0004870295524597,0.00829160213470459,0.0004631876945496
220.0,0.0004935264587402,0.007060647010803223,0.0003954172134399
230.0,0.0005004107952117,0.006055593490600586,0.0003397762775421
240.0,0.0004648566246032,0.005141943693161011,0.000293493270874
250.0,0.0004804134368896,0.004369199275970459,0.0002548694610596
260.0,0.0005019009113311,0.0037338733673095703,0.0002224147319793
270.0,0.0005686581134796,0.003208637237548828,0.0001941919326782
280.0,0.0006497502326965,0.002773761749267578,0.0001699924468994
290.0,0.0006946921348571,0.0024109482765197754,0.0001495182514191
300.0,0.0006966590881347,0.0021055638790130615,0.0001318454742431
310.0,0.000709056854248,0.0018447041511535645,0.0001164376735687
320.0,0.000714898109436,0.0016251206398010254,0.0001031756401062
330.0,0.0007157027721405,0.0014387965202331543,9.208917617797852e-05
340.0,0.0007088780403137,0.0012788176536560059,8.749961853027344e-05
350.0,0.0007688701152801,0.0011404156684875488,8.460879325866699e-05
360.0,0.0008489489555358,0.0010200142860412598,8.255243301391602e-05
370.0,0.0009250342845916,0.0009156167507171631,8.103251457214355e-05
380.0,0.001002013683319,0.0008242428302764893,7.992982864379883e-05
390.0,0.0009974837303161,0.0007434189319610596,7.727742195129395e-05
400.0,0.0009970664978027,0.000672757625579834,7.557868957519531e-05
410.0,0.001027226448059,0.0006104409694671631,7.298588752746582e-05
420.0,0.0010288059711456,0.0005552172660827637,7.18533992767334e-05
430.0,0.0009653568267822,0.0005060136318206787,7.18533992767334e-05
440.0,0.0009660124778747,0.0004630088806152344,7.179379463195801e-05
450.0,0.0009654760360717,0.00042554736137390137,7.009506225585938e-05
460.0,0.0009917020797729,0.0003917813301086426,6.726384162902832e-05
470.0,0.0010384619235992,0.0003612935543060303,6.097555160522461e-05
480.0,0.0011120438575744,0.0003338158130645752,5.6296586990356445e-05
490.0,0.0011894702911376,0.0003089308738708496,5.295872688293457e-05
500.0,0.0012162327766418,0.00028628110885620117,5.105137825012207e-05
510.0,0.0011804401874542,0.0002656280994415283,5.015730857849121e-05
520.0,0.0011810064315795,0.0002468228340148926,5.0067901611328125e-05
530.0,0.0011435449123382,0.00022962689399719238,4.7206878662109375e-05
540.0,0.0011061429977416,0.00021395087242126465,4.476308822631836e-05
550.0,0.0010598599910736,0.00019949674606323242,4.3004751205444336e-05
560.0,0.0010407269001007,0.0001862049102783203,4.202127456665039e-05
570.0,0.0010695755481719,0.00017404556274414062,4.154443740844727e-05
580.0,0.0011144876480102,0.0001627206802368164,4.041194915771485e-05
590.0,0.0011667311191558,0.00015228986740112305,3.844499588012695e-05
600.0,0.0012226104736328,0.00014266371726989746,3.728270530700684e-05
610.0,0.0012851655483245,0.00013378262519836426,3.534555435180664e-05
620.0,0.0013555884361267,0.00012558698654174805,3.4749507904052734e-05
630.0,0.0014248192310333,0.00011801719665527344,3.489851951599121e-05
640.0,0.001460313796997,0.00011098384857177734,3.5256147384643555e-05
650.0,0.0014556050300598,0.00010448694229125977,3.5762786865234375e-05
660.0,0.0014750957489013,9.837746620178223e-05,3.6329030990600586e-05
670.0,0.001429945230484,9.274482727050781e-05,3.719329833984375e-05
680.0,0.0014171004295349,8.752942085266113e-05,3.629922866821289e-05
690.0,0.0013875663280487,8.26716423034668e-05,3.6150217056274414e-05
700.0,0.0013489127159118,7.808208465576172e-05,3.641843795776367e-05
710.0,0.0013352334499359,7.382035255432129e-05,3.695487976074219e-05
720.0,0.0012612044811248,6.985664367675781e-05,3.799796104431152e-05
730.0,0.0012156665325164,6.61611557006836e-05,3.936886787414551e-05
740.0,0.0011925101280212,6.267428398132324e-05,4.106760025024414e-05
750.0,0.0011708736419677,5.942583084106445e-05,4.282593727111816e-05
760.0,0.0011707842350006,5.638599395751953e-05,4.291534423828125e-05
770.0,0.0011879205703735,5.352497100830078e-05,4.169344902038574e-05
780.0,0.0011935234069824,5.08427619934082e-05,4.032254219055176e-05
790.0,0.0011725425720214,4.83095645904541e-05,3.930926322937012e-05
800.0,0.001163512468338,4.595518112182617e-05,3.8623809814453125e-05
810.0,0.0011553168296813,4.3720006942749023e-05,3.850460052490234e-05
820.0,0.0011033713817596,4.1604042053222656e-05,3.889203071594238e-05
830.0,0.0010819435119628,3.9637088775634766e-05,3.981590270996094e-05
840.0,0.0010758638381958,3.7789344787597656e-05,4.100799560546875e-05
850.0,0.0010613203048706,3.600120544433594e-05,4.26173210144043e-05
860.0,0.0010173022747039,3.4362077713012695e-05,4.4405460357666016e-05
870.0,0.0009972751140594,3.2782554626464844e-05,4.631280899047852e-05
880.0,0.0010037124156951,3.1322240829467773e-05,4.696846008300781e-05
890.0,0.0010230243206024,2.9921531677246094e-05,4.529953002929688e-05
900.0,0.0010408759117126,2.86102294921875e-05,4.443526268005371e-05
910.0,0.0010487437248229,2.7358531951904297e-05,4.333257675170898e-05
920.0,0.001068115234375,2.6226043701171875e-05,4.252791404724121e-05
930.0,0.0010861754417419,2.5093555450439453e-05,4.228949546813965e-05
940.0,0.0010660290718078,2.4050474166870117e-05,4.225969314575195e-05
950.0,0.001071810722351,2.3037195205688477e-05,4.249811172485352e-05
960.0,0.0010866522789001,2.2113323211669922e-05,4.294514656066895e-05
970.0,0.0010719299316406,2.1219253540039062e-05,4.029273986816406e-05
980.0,0.0010524690151214,2.0384788513183594e-05,3.767013549804688e-05
990.0,0.0010460615158081,1.9550323486328125e-05,3.534555435180664e-05
1000.0,0.0010407865047454,1.8775463104303558e-05,3.463029861450195e-05
1010.0,0.0010039806365966,1.806020736699887e-05,3.36766242980957e-05
1020.0,0.0009786486625671,1.7344951629638672e-05,3.325939178466797e-05
1030.0,0.0009547173976898,1.6689300537109375e-05,3.281235694885254e-05
1040.0,0.0009488463401794,1.6033649444580078e-05,3.159046173095703e-05
1050.0,0.0009572505950927,1.5437602996881683e-05,3.141164779663086e-05
1060.0,0.0009539127349853,1.4871358871515472e-05,3.141164779663086e-05
1070.0,0.000902384519577,1.4305114746149261e-05,3.170967102050781e-05
1080.0,0.000870406627655,1.379847526555844e-05,3.215670585632324e-05
1090.0,0.0008448958396911,1.329183578496762e-05,3.2961368560791016e-05
1100.0,0.000802993774414,1.2814998626764496e-05,3.406405448913574e-05
1110.0,0.0007792115211486,1.2367963790949066e-05,3.5256147384643555e-05
1120.0,0.0007680356502532,1.195073127746582e-05,3.641843795776367e-05
1130.0,0.0007415413856506,1.1503696441705902e-05,3.75211238861084e-05
1140.0,0.0007337629795074,1.1116266250665863e-05,3.88026237487793e-05
1150.0,0.0007504224777221,1.0728836059625824e-05,3.981590270996094e-05
1160.0,0.0007733702659606,1.0371208190917969e-05,3.87728214263916e-05
1170.0,0.0007943511009216,1.0013580322265625e-05,3.6835670471191406e-05
1180.0,0.0007902085781097,9.685754776056488e-06,3.528594970703125e-05
1190.0,0.0007914900779724,9.387731552124023e-06,3.489851951599121e-05
1200.0,0.0007945299148559,9.059906005914886e-06,3.4749507904052734e-05
1210.0,0.0008056759834289,8.761882781982422e-06,3.4689903259277344e-05
1220.0,0.0008001625537872,8.46385955816098e-06,3.489851951599121e-05
1230.0,0.0007978081703186,8.225440979059417e-06,3.400444984436035e-05
1240.0,0.0008044838905334,7.927417755182464e-06,3.30805778503418e-05
1250.0,0.00082328915596,7.688999176080902e-06,3.2961368560791016e-05
1260.0,0.0008274316787719,7.480382919367035e-06,3.3229589462280273e-05
1270.0,0.0008400678634643,7.212162017822266e-06,3.3736228942871094e-05
1280.0,0.0008541047573089,7.00354576116391e-06,3.4362077713012695e-05
1290.0,0.0008727014064788,6.794929504450042e-06,3.3915042877197266e-05
1300.0,0.0008835196495056,6.586313247736175e-06,3.248453140258789e-05
1310.0,0.0008956491947174,6.377696990966797e-06,3.191828727722168e-05
1320.0,0.0009100437164306,6.169080734308441e-06,3.1828880310058594e-05
1330.0,0.0009206533432006,5.990266799982269e-06,3.1888484954833984e-05
1340.0,0.0009340047836303,5.841255187988281e-06,3.206729888916016e-05
1350.0,0.0009473264217376,5.662441253662109e-06,3.1888484954833984e-05
1360.0,0.0009474456310272,5.513429641723633e-06,3.170967102050781e-05
1370.0,0.0009373426437377,5.304813385065277e-06,3.1828880310058594e-05
1380.0,0.0009423494338989,5.1558017731268e-06,3.209710121154785e-05
1390.0,0.0009569823741912,5.036592483576019e-06,3.2573938369750977e-05
1400.0,0.0009510219097137,4.887580871637542e-06,3.314018249511719e-05
1410.0,0.0009298920631408,4.768371582086761e-06,3.394484519958496e-05
1420.0,0.0009287595748901,4.619359970148285e-06,3.439188003540039e-05
1430.0,0.0009335577487945,4.500150680597503e-06,3.388524055480957e-05
1440.0,0.0009241104125976,4.380941391046722e-06,3.3527612686157227e-05
1450.0,0.0009277462959289,4.261732101495941e-06,3.325939178466797e-05
1460.0,0.000916302204132,4.14252281194516e-06,3.260374069213867e-05
1470.0,0.0009033679962158,4.023313522394378e-06,3.2007694244384766e-05
1480.0,0.0008946359157562,3.904104232843597e-06,3.141164779663086e-05
1490.0,0.0008732080459594,3.814697265680511e-06,3.0994415283203125e-05
1500.0,0.0008602440357208,3.725290298461914e-06,3.039836883544922e-05
1510.0,0.0008650422096252,3.635883331298828e-06,2.98917293548584e-05
1520.0,0.0008697211742401,3.516674041803558e-06,2.962350845336914e-05
1530.0,0.0008672475814819,3.427267074584961e-06,2.944469451904297e-05
1540.0,0.0008724927902221,3.337860107421875e-06,2.9325485229492188e-05
1550.0,0.0008808672428131,3.2782554627019955e-06,2.950429916381836e-05
1560.0,0.0008907318115234,3.1888484954833984e-06,2.9832124710083008e-05
1570.0,0.0008878409862518,3.0994415283758237e-06,2.920627593994141e-05
1580.0,0.0008836984634399,3.039836883600433e-06,2.872943878173828e-05
1590.0,0.0008768439292907,2.9206275940496518e-06,2.872943878173828e-05
1600.0,0.0008640885353088,2.8908252716619565e-06,2.8908252716064453e-05
1610.0,0.0008617341518402,2.8014183044433594e-06,2.9087066650390625e-05
1620.0,0.0008508563041687,2.74181365972348e-06,2.9355287551879883e-05
1630.0,0.0008453130722045,2.6822090149480893e-06,2.9772520065307617e-05
1640.0,0.0008344054222106,2.562999725397308e-06,3.0428171157836917e-05
1650.0,0.0008321404457092,2.5331974030096127e-06,3.11732292175293e-05
1660.0,0.0008349418640136,2.473592758234222e-06,3.129243850708008e-05
1670.0,0.0008402466773986,2.4139881134588315e-06,3.078579902648926e-05
1680.0,0.0008491277694702,2.384185791071136e-06,3.045797348022461e-05
1690.0,0.0008457601070404,2.2947788239080502e-06,3.0308961868286133e-05
1700.0,0.0008409321308135,2.2649765014648438e-06,3.0487775802612305e-05
1710.0,0.0008459687232971,2.205371856689453e-06,3.069639205932617e-05
1720.0,0.0008589923381805,2.175569534357269e-06,3.0606985092163086e-05
1730.0,0.0008684396743774,2.086162567194183e-06,3.072619438171387e-05
1740.0,0.0008782148361206,2.0563602448064877e-06,3.0547380447387695e-05
1750.0,0.0008626580238342,2.0265579223632812e-06,3.0338764190673828e-05
1760.0,0.000862181186676,1.9371509552557065e-06,3.0159950256347656e-05
1770.0,0.0008562803268432,1.907348632868011e-06,3.0249357223510746e-05
1780.0,0.0008525252342224,1.8775463104803158e-06,3.0517578125e-05
1790.0,0.0008429884910583,1.8179416657049252e-06,3.105401992797852e-05
1800.0,0.0008457899093627,1.8179416657049252e-06,3.165006637573242e-05
1810.0,0.0008418560028076,1.7583370209295346e-06,3.224611282348633e-05
1820.0,0.0008257925510406,1.6987323760986328e-06,3.3020973205566406e-05
1830.0,0.0008251965045928,1.6689300537664487e-06,3.3795833587646484e-05
1840.0,0.0008289813995361,1.6689300537109375e-06,3.466010093688965e-05
1850.0,0.0008426010608673,1.6093254089355469e-06,3.552436828613281e-05
1860.0,0.0008589029312133,1.5795230866033627e-06,3.644824028015137e-05
1870.0,0.0008777678012847,1.5497207641601562e-06,3.740191459655762e-05
1880.0,0.0008706152439117,1.519918441772461e-06,3.826618194580078e-05
1890.0,0.0008642077445983,1.4901161193847656e-06,3.9190053939819336e-05
1900.0,0.0008682608604431,1.4603137969970703e-06,4.011392593383789e-05
1910.0,0.0008792281150817,1.4305114746648862e-06,4.0650367736816406e-05
1920.0,0.0008943974971771,1.430511474609375e-06,4.118680953979492e-05
1930.0,0.0009125471115112,1.4007091522216797e-06,3.975629806518555e-05
1940.0,0.0009305477142333,1.3709068298339844e-06,3.9458274841308594e-05
1950.0,0.0009397864341735,1.4007091522216797e-06,3.930926322937012e-05
1960.0,0.0009414255619049,1.341104507446289e-06,3.948807716369629e-05
1970.0,0.0009321570396423,1.341104507446289e-06,3.850460052490234e-05
1980.0,0.0009151697158813,1.3113021850585938e-06,3.808736801147461e-05
1990.0,0.0009137392044067,1.2814998626708984e-06,3.8057565689086914e-05
2000.0,0.0009222030639648,1.3113021850585938e-06,3.811717033386231e-05
